lyrics,genre
 come together before him with gladness and with praise know that the lord has made us we are his alone singing his praises now and ever more joyfully we come together to offer our praises of love that is so divine light of the world shining in us we are his alone singing his praises now and ever more come now let us worship and bow down to the king singing aloud his holy name sing of his love that will never die called to be holy people we are his alone singing his praises now and ever more.,gospel
"

Verse 1:
I faced trials and tribulations, deep down I had a fear
That I'd be lost and forgotten, with no future for me here
But then I met my Savior, who showed me a new way
A path lit up with glory and hope for everyday

Chorus:
Since I hooked up with the Savior, and laid my life down
Nothing can keep me from moving forward, I'm Heaven bound
The light of His love guides me through all of my darkest days
I press on because I know that I'm called to a better way

Verse 2:
Through every hardship I face, every mountain I climb
I can feel His Presence all around, I just take the time
To remember His blessings and I listen to His voice
That's how I continue to fight and stay on the right track and rejoice

Chorus:
Since I hooked up with the Savior, and laid my life down
Nothing can keep me from moving forward, I'm Heaven bound
The light of His love guides me through all of my darkest days
I press on because I know that I'm called to a better way

Bridge:
I won't let go, I'll keep on pressing on
I won't give up, I won't turn away, no
My faith is strong and my hope is sure
I'm praying to reach Heaven's shore

Chorus:
Since I hooked up with the Savior, and laid my life down
Nothing can keep me from moving forward, I'm Heaven bound
The light of His love guides me through all of my darkest days
I press on because I know that I'm called to a better way
I press on to reach the summit, and live the life I'm meant to be
I won't quit because I trust in the Lord, He's my destiny",gospel
"

Oh, blessed are they who journey on
His path of faith is sure and strong
His spirit guides them through their song
No matter the trial, no matter the foe

For they press on, press on and never turn away
A higher calling they strive to obey
And by faith, they reach for eternity
Though storms may rage, they'll never give in

Chorus
Press on, press on, seek his holy face
Let no trial or tempter take your place
Your hope is found in faith and grace
For when you seek him with your heart
He will open up the heavens, can't be denied
Press on, press on, and leave it all behind

Press on, press on despite the pain
The cross was the price that Jesus paid
And by his death, our lives were changed
The power of grace, the joy of his name

For we press on, press on in a race of faith
Our destination set to enter the gates
Where there's rest and peace and glory divine
For he'll never leave us nor forsake us, no

Chorus
Press on, press on, seek his holy face
Let no trial or tempter take your place
Your hope is found in faith and grace
For when you seek him with your heart
He will open up the heavens, can't be denied
Press on, press on, and leave it all behind

Oh, blessed are they who journey on
His path of faith is sure and strong
His spirit guides them to their song
No matter the trial, no matter the foe

For we press on, press on and never turn away
A higher calling we strive to obey
And by faith, we reach for eternity
Though storms may rage, we'll never give in

Chorus
Press on, press on, seek his holy face
Let no trial or tempter take your place
Your hope is found in faith and grace
For when you seek him with your heart
He will open up the heavens, can't be denied
Press on, press on, and leave it all behind",gospel
" you wanna change me

Verse 1:
How would you like it if I talked 'bout you in a different way
Would you like it if I said things that nobody else would say
Would you like it if I didn't like your clothes or the way you wear your hair
Would it be wrong if I criticize it, even though you really don't care

Chorus:
Why you wanna change me?
Flip all the thangs that really make me
The way that I am used to
Make you happy, baby why you wanna change me

Verse 2:
You used to like your big old teddy bear, you let me get it anywhere
But now something's changed, it's just not the same, why do you want to rearrange?
What if I picked apart your friends, talked about them to the end
What if I said things about your face or your heavy breathing late at night
Would it be wrong if I went 'round creepin', searchin' for the things that ain't right?

Chorus:
Why you wanna change me?
Flip all the thangs that really make me
The way that I am used to
Make you happy, baby why you wanna change me

Bridge:
We used to love breakin' up, knowin' that we'd be together again
We used to love the arguments, makin' love by the end
Girl, how you gonna change everything and turn me away
If it ain't broke, then why you wanna change, why you wanna change me?

Chorus:
Why you wanna change me?
Flip all the thangs that really make me
The way that I am used to
Make you happy, baby why you wanna change me

Outro:
Why you wanna change me?
Why baby, tell me why girl
Why baby, tell me why you wanna change me?
Why you wanna change me?
Why baby, tell me why girl
Baby, tell me why, why you wanna change me?",gospel
" you wanna change me why why why you wanna change me

Verse 1
How would you like it if I talked about your grace,
The way you serve the Father with a trusting faith?
Would you like it if I sang about the pleadin' of the blood,
That washes away all the hurts and stains we've done?

Chorus
Why you wanna change me?
Turn all the things that really make me the way that I am,
Used to make You happy, baby.
Why you wanna change me?
You used to like your big ol' cross to bear,
Always with You when it seemed no one else was there.
Now, baby, it's crazy, why why why you wanna change me?

Verse 2
What if all I did was cry out to the Father? 
Would you be quick to shut my praises out of the air?
What if I prayed with the lost and the broken? 
Would I be wrong? Would I be wrong?

Chorus
Why you wanna change me?
Turn all the things that really make me the way that I am,
Used to make You happy, baby.
Why you wanna change me?
You used to like my testimony of faith,
Always standing firm and not afraid to say.
Now, baby, it's crazy, why why why you wanna change me?

Bridge
Let us remember all the peaceful moments,
Where I'd kneel and talk to You in silent devotion,
Not even a whisper, You were still listening.
So why you wanna turn this around, Lord, You know it's not sound?

Chorus
Why you wanna change me?
Turn all the things that really make me the way that I am,
Used to make You happy, baby.
Why you wanna change me?
You used to like my songs of praise and glory, 
Offering You my love, even in my darkest hour.
Now, baby, it's crazy, why why why you wanna change me?",gospel
 oh yes i know the lord is good to me the lord is good the lord is good i have tasted and seen the lord is good he is my lord and king and a delight to me oh yes i know the lord is good,gospel
 oh yes i know the lord is good to me,gospel
 we stand in awe of your love oh we stand in awe of your love never the same he s taken our pain there s healing in the life that jesus gave when we suffer it s in his name we find our hope and strength through jesus name i wanna sing a new song shout it out louder than before let the whole earth sing the whole earth sing it s a song of praise a song for all of the redeem let the whole earth sing the whole earth sing hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah hallelujah and we will sing of your victory and we will shout of your love and we will bless all your holy name for you are good and your mercy endureth always,gospel
 somebody shout god you are glorious god you are glorious!,gospel
,gospel
,gospel
"

Verse 2
You got me like a river in the night, and I can't let go no matter how hard I try,
This love's been whispered in my soul, and it's time we turn it up and let it show.
Chorus
Hold me baby, keep it all night long,
And we'll still be going on and on,
And blowing ya kisses till morning,
The sun will be shining but we'll still be going on,
Till after the candles burn.

Bridge
Oh oh, it's getting so real,
We can feel the love's power as it travels through,
And as the flames flicker,
We'll still be going on and on.

Chorus
Hold me baby, keep it all night long,
And we'll still be going on and on,
And blowing ya kisses till morning,
The sun will be shining but we'll still be going on,
Till after the candles burn.

Outro
We will sing and dance and share a divine love,
We will never forget this precious moment we've found,
Our love will continue through the night,
The candlelight will flicker until the morning light.",gospel
 each and every night together will be just as special we as a couple will continue to light the flame never ending when the silver lining shines we ll still be burning the candles whoo whoo whoo,gospel
"

 Amazing is thy grace O God my Savior,
There's no need to stumble or to waver;
You never give up and You always provide,
Your love and mercy forever side by side.

Refrain:
Amazing is thy grace, amazing is thy grace,
Saving me from my sin, so I can start again;
Your promises never fail, You remain true and strong,
Carrying me in Your arms like a shepherd with his sheep.

Comfort and joy overflowing,
Your Spirit is our guide and provider;
Peace and hope are ever showing,
From You our Father, Lord and Savior.

Refrain:
Amazing is thy grace, amazing is thy grace,
Saving me from my sin, so I can start again;
Your promises never fail, You remain true and strong,
Carrying me in Your arms like a shepherd with his sheep.

You are my hope and my rock,
In life and death You never forsake;
Your love never changes, no matter the cost,
Your faithfulness shines forever bright.

Refrain:
Amazing is thy grace, amazing is thy grace,
Saving me from my sin, so I can start again;
Your promises never fail, You remain true and strong,
Carrying me in Your arms like a shepherd with his sheep.",gospel
"

Verse 1 
I lift my eyes to the Lord of mercy, 
Grateful for His grace and His loving hands,
Peace and protection come from His mercy,
His faithfulness shines like the sparkling sands.

Chorus 
Great is Thy faithfulness, O God my Father,
There is no shadow of turning with Thee,
Thou changest not, Thy compassions they fail not,
As Thou hast been Thou forever will be.

Verse 2 
Heaven and earth shall pass away,
But God's Word will stand forever still,
His grace and love shall remain until,
Our faithfulness is reckoned to his will.

Chorus 
Great is Thy faithfulness, O God my Father,
There is no shadow of turning with Thee,
Thou changest not, Thy compassions they fail not,
As Thou hast been Thou forever will be.

Verse 3 
Pardon for sin, a peace that endureth,
Thine own dear presence to cheer and to guide,
Strength for today and bright hope for tomorrow,
Blessings all mine with ten thousand beside.

Chorus 
Great is Thy faithfulness, O God my Father,
There is no shadow of turning with Thee,
Thou changest not, Thy compassions they fail not,
As Thou hast been Thou forever will be.",gospel
" there s nothing i can achieve just like a flower without sun without you there s nothing i can see it s no wonder how he can do every little thing he does for me if it hadn t been for you where would i be i d be at the bottom when you told me there s a place at the top for me i d be on the back side when you showed me theres a place in the front i should be i d be on the outside looking in when you ve prepared me a table for kings if it hadn t been for you where would i be

What kind of God can turn the darkness into light
And show His grace through every single night
What kind of God can show His love so deep and wide
We won't forget, no, no the way He dignified

It's no wonder how He can do for every little thing He does for me
If it hadn't been for Him, where would I be?

What kind of God can be a solid rock and our shield
And take away every wound and every ill?
What kind of God can bring a joy so sweet and so real
We will extol His name and tell the world how He heals

It's no wonder how He can do for every little thing He does for me
If it hadn't been for Him, where would I be?

I'd be at the bottom, when You said there's a place at the top
I'd be a far way off, when You said there's a place close by
I'd be an outcast looking in, when You offered me a seat at Your table for kings
If it hadn't been for Him, where would I be?

What kind of God can take the broken and make them whole
And give us hope and never leave us alone
What kind of God can fill our hearts with love and joy
His absence would be a world for us to destroy

It's no wonder how He can do for every little thing He does for me
If it hadn't been for Him, where would I be?

I'd be at the bottom, when You said there's a place at the top
I'd be a far way off, when You said there's a place close by
I'd be an outcast looking in, when You offered me a seat at Your table for kings
If it hadn't been for Him, where would I be?",gospel
" by my side i d be lost at sea if it hadn t been for you where would i be

What kind of God can come and take the broken pieces of my life
Put them back together and make it better than before
He turned my sorrows into joy, the sorrows all undone
His grace is why I'm standing strong and praising all His love

What kind of God can cut through all the lies that I have heard
The ones that kept me in the dark, so lost and so alone
He opened up the doors and let His truth to be revealed
His power's why I'm standing firm in faith and can't be stilled

Its no wonder how He can do all the things He does for me
If it hadn't been for You, where would I be

I'd be in the darkness, scared to take a step, until You showed me the light
I'd be without a hope, without a plan, until You saved my life
I'd be in a battle, weakened by the world, 'til You gave me Your shield
I'd be on the sidelines, never making a move, until You spoke the Word

What kind of God can lift the heavy load that weighed so deep inside
A burden that I could not bear on my own, Your peace is why I try
He brought a Spirit of compassion into my life and showed me how to smile
His love is why I'm standing strong and never for a while

Its no wonder how He can do all the things He does for me
If it hadn't been for You, where would I be

I'd be in a valley, searching for some ground, until You showed me the way
I'd be in a fog, my vision blurred, until You helped me to see
I'd be in a storm, tossed around, 'til You calmed the sea
I'd be on the outside, never within, until You opened the door for me

Its no wonder how He can do all the things He does for me
If it hadn't been for You, where would I be.",gospel
" no more no more no more no more no more no more no more we won't fold

Verse 1:
When the storms start to rage and we’re under pressure
We’ll rely on the Lord ‘cause we’re His treasure
We will hold on to faith and no longer cower
We won’t crumble, no matter what hour

Chorus:
We ain't folding, no we won't bend
We'll endure what lies ahead
And when the trials come our way
We'll trust, obey and stay
We ain't folding, no we won't budge
Our faith will keep us from the grudge
No matter what comes our way
We'll trust and we won't fold

Verse 2:
We've enlisted like the navy, no folds in our sails
Ready to face the waves, there's no fear in our tails
We’ll press forward in spite of the pain and the strife
Cause the Lord's our provider and He’s our hope for life

Chorus:
We ain't folding, no we won't bend
We'll endure what lies ahead
And when the trials come our way
We'll trust, obey and stay
We ain't folding, no we won't budge
Our faith will keep us from the grudge
No matter what comes our way
We'll trust and we won't fold

Bridge:
We might get afflicted, but not crushed
And though we’re persecuted, we’re not forsaken
We may be struck down, but we won't be destroyed
So lets keep moving by the Spirit’s power
We trust in Christ and surrender all control
We ain’t leaving ‘cause we’ve enlisted for the Lord

Chorus:
We ain't folding, no we won't bend
We'll endure what lies ahead
And when the trials come our way
We'll trust, obey and stay
We ain't folding, no we won't budge
Our faith will keep us from the grudge
No matter what comes our way
We'll trust and we won't fold",gospel
 no no no no no no no no no we won't fold no no no no no no no no no won't fold no no no no no no no no no won't fold no no no no no no no no no we won't fold,gospel
.,gospel
 yeah yeah yeah oh oh oh,gospel
"

Verse 1
My faith will never waiver, on this long and winding road.
Keep my eyes fixed on Jesus, as I lift my heavy load.
My burdens are lifted with every prayer, I'll keep pushing and never despair.
My heart is filled with longing, for a sweet home in the sky.

Chorus 
Oh, when I reach that promised land, to be with Him again.
To lay my eyes on Jesus, and reign with Him on high.
I know I'll be so glad, to see my motherland.
Oh, to be with Him forever, in that sweet home by and by.

Verse 2
Sometimes I feel so lonely, and this life can be so hard.
When trials come knocking, my strength is not on guard.
Through every storm and valley, I will keep believing
My Lord is there to guide me, as I keep on receiving.

Chorus 
Oh, when I reach that promised land, to be with Him again.
To lay my eyes on Jesus, and reign with Him on high.
I know I'll be so glad, to see my motherland.
Oh, to be with Him forever, in that sweet home by and by.

Bridge
My faith won't waver, I'm gonna keep trusting in Him.
No matter the challenge, He is my strength within.
Here in this world, I must keep striving
But soon I'll be in that sweet home by and by.

Chorus 
Oh, when I reach that promised land, to be with Him again.
To lay my eyes on Jesus, and reign with Him on high.
I know I'll be so glad, to see my motherland.
Oh, to be with Him forever, in that sweet home by and by.",gospel
"

Verse 1:
My heart is longing for the day to come
When I enter heaven's gates and overcome
I'm looking forward to meeting my Savior,
To bask in His glory and reign with Him evermore

Chorus:
Without a father without a mother
I've had to make this journey by myself
Though the heartache sometimes seems endless
I'm determined to reach that sweet home by and by

Verse 2:
So many times my heavy burdens have brought me to my knees
But I would pray, “Oh, Jesus, won't You help me if You please”?
He'd always answer and come to my rescue
Bringing comfort and strength to my weary soul

Chorus:
Without a father without a mother
I've had to make this journey by myself
Though the heartache sometimes seems endless
I'm determined to reach that sweet home by and by

Bridge:
I'm pressing on, no matter what comes my way
Because I know I'm heading home someday
I'm going to that mansion in the sky
Where I shall reign with Him forever by and by

Chorus:
Without a father without a mother
I'm facing this journey on my own
Though the heartache sometimes seems endless
I'm determined to reach that sweet home by and by",gospel
"

Verse 1
This world I'm in, it's so full of sin
But You're with me and You'll see me through
The pain and hurt, and all that is worse
Help me to trust and have faith in You

Chorus
Let Your power fall when Your name is called
Prove the doubters wrong, You're still mighty and strong
Fight this battle for me, help my unbelief
So I can tell my friends You have won again
Prove the doubters wrong, You're still mighty and strong

Verse 2
No matter how hard life will often be
You fight for me Lord, and I know You'll win
No other can do, what You've come to do
Help me rise up and put my fears in You

Chorus
Let Your power fall when Your name is called
Prove the doubters wrong, You're still mighty and strong
Fight this battle for me, help my unbelief
So I can tell my friends You have won again
Prove the doubters wrong, You're still mighty and strong

Verse 3
When I'm scared and feeling so low
Your love is strong, no matter where I go
My rock and shield, Your grace unyielding
Let Your love be my strength and courage I will have

Chorus
Let Your power fall when Your name is called
Prove the doubters wrong, You're still mighty and strong
Fight this battle for me, help my unbelief
So I can tell my friends You have won again
Prove the doubters wrong, You're still mighty and strong

Bridge
Lord You never fail, You always reign
Your love is true, You make all things new
Your grace and mercy, is all I need
In You I find life, in You I'm free

Chorus
Let Your power fall when Your name is called
Prove the doubters wrong, You're still mighty and strong
Fight this battle for me, help my unbelief
So I can tell my friends You have won again
Prove the doubters wrong, You're still mighty and strong",gospel
"

Verse 1
I've been down so long, in need of a way out
My faith was so weak, Lord I was so lost
But You showed Your grace, when I was in need
And I can see You now, my blessings You bleed

Chorus 
Let Your power fall when Your name is called
Prove the doubters wrong, You're still mighty and strong
Fight this battle for me, help my unbelief
So I can tell my friends You have won again
Prove the doubters wrong, You're still mighty and strong

Verse 2
The valley was dark, with nothing in sight
My hope was so faint, so I shouted Your name
Then Your glory shone down, lighting my way
And I'm so thankful now, You hear my plea

Chorus 
Let Your power fall when Your name is called
Prove the doubters wrong, You're still mighty and strong
Fight this battle for me, help my unbelief
So I can tell my friends You have won again
Prove the doubters wrong, You're still mighty and strong

Bridge 
My faith was so small, but You revived it again
The deserts You crossed, the fire still burns
You are glorified now, no need for doubt
Your power will never cease, You show us what it's about 

Chorus 
Let Your power fall when Your name is called
Prove the doubters wrong, You're still mighty and strong
Fight this battle for me, help my unbelief
So I can tell my friends You have won again
Prove the doubters wrong, You're still mighty and strong",gospel
".

Verse 1
Oh, I thank the Lord for another chance,
Another chance for His name to be praised,
Another chance to fill my life with His grace,
Thanks for giving me one more chance.

Chorus
Oh, I thank You Lord, for another chance,
Another chance to live again,
A chance to set my life right,
A chance to walk that straight and narrow way.

Verse 2
Today I'm filled with joy and delight,
For giving me this chance to make things right,
To bask in His presence and in His light,
Thanks for giving me one more chance.

Chorus
Oh, I thank You Lord, for another chance,
Another chance to live again,
A chance to set my life right,
A chance to walk that straight and narrow way.

Verse 3
My heart cries out with gladness and joy,
For another chance to serve Him with one accord,
To do what I can, to remain employed,
Thanks for giving me one more chance.

Chorus
Oh, I thank You Lord, for another chance,
Another chance to live again,
A chance to set my life right,
A chance to walk that straight and narrow way.

Bridge
Oh, I thank You Lord, for one more chance,
To not hesitate and get it right,
A chance to walk in uprightness,
Both day and night,
Oh, I thank You Lord.

Chorus
Oh, I thank You Lord, for another chance,
Another chance to live again,
A chance to set my life right,
A chance to walk that straight and narrow way.",gospel
"  

Verse 1:
I thank the Lord, His love is great
He gave me one more chance to open up the gate
One more chance to see His face, and feel His grace
He's given me one more chance for His Holy name's sake

Chorus:
Thanks for giving me one more chance
To walk with You in every circumstance
Thanks for giving me one more chance
To live this life of righteousness

Verse 2:
He gave me one more chance to be blessed
My faith renewed and I'm striving for success
A second chance to share His word and testify
Giving me one more chance, my praise will never die

Chorus

Bridge:
One more chance to serve the Lord
One more chance to be renewed
His mercy flows, I'm restored
Thanks for giving me one more chance

Chorus",gospel
" hallelujah

Verse 1: 
Let us cry for our children, 
To be raised in a better place,
Where Jesus will protect them,
And put an end to the pain and disgrace. 
Let us be vessels of love,
That will bring them hope and peace,
Where they will find the courage,
No more living in fear and distress.

Chorus: 
Hallelujah, let us be the light,
That weaves its way through the night,
Letting truth conquer the lies,
And love transcend the hate that binds. 
Hallelujah, let us be not just a voice,
But our hands that reach out in choice,
To bring justice for all,
And end the darkness that we recall. 

Verse 2: 
Let us break down these walls,
That keep us from being one,
Coming together in harmony,
Let us forgive and overcome. 
Let us be of one accord,
Ending hate and racism,
That we may be redeemed,
United in love and compassion. 

Chorus: 
Hallelujah, let us be the light,
That weaves its way through the night,
Letting truth conquer the lies,
And love transcend the hate that binds. 
Hallelujah, let us be not just a voice,
But our hands that reach out in choice,
To bring justice for all,
And end the darkness that we recall. 

Bridge:
Let us embrace each other,
Living in unity,
Our lives now entwined,
As we create our destiny. 

Chorus: 
Hallelujah, let us be the light,
That weaves its way through the night,
Letting truth conquer the lies,
And love transcend the hate that binds. 
Hallelujah, let us be not just a voice,
But our hands that reach out in choice,
To bring justice for all,
And end the darkness that we recall.",gospel
"

A prayer for our children echoing loud and clear
That they know love before they know fear
That they can be safe, have hope, and have peace
That they’ll have the courage to follow their dreams
Let our children be strong and wise
To call out the lies, stand up and raise their voice
That any darkness they face they'll never be alone
In the grace of God they'll always find a home

Let our children live in safety and security
A chance to thrive, to dream of what can be
A future open before them, an education for all
A nourished soul, a protected heart, a life of joy despite their fall

Let our children never suffer, never again be denied
Let their lives be filled with wonder, courage and pride
Let our children go out boldly, serve love and make a way
To bring us together and point us to the one who holds us in grace

We ask you God to guide us, to help us understand
That our children are your children and the beauty of your plan
Let the truth of this truth reach all the ends of the earth
That the young ones may rise, the future will shine brighter and brighter still.",gospel
"

Verse 1:
I see Jesus in your eyes, his perfect love shines through
Your gentle grace and kindness, you make me feel brand new
No matter what I face, you are all I need
Your comforting embrace, I just can't believe

Chorus:
I wouldn’t change a single thing about you if I could
The way you are just suits me too to a tee
A blessing from the Father above, this I see
I wouldn't change you if I could

Verse 2:
Your heart is filled with love, and your spirit so pure
You show me mercy each day, your grace I will secure
Your beauty and grace, no one compares to you
My faith and strength, I just thank God for you

Chorus:
I wouldn’t change a single thing about you if I could
The way you are just suits me too to a tee
A blessing from the Father above, this I see
I wouldn't change you if I could

Bridge:
You are my joy, my peace, and my strength
Your love and kindness, with you I have no length
Your faithfulness, it comforts me all the same
Your perfect love, it's all I need so I can proclaim

Chorus:
I wouldn’t change a single thing about you if I could
The way you are just suits me too to a tee
A blessing from the Father above, this I see
I wouldn't change you if I could",gospel
"

Verse 1 
Your spirit shines so brightly
Like a lighthouse on the shore
You’re the chosen one, God's precious daughter
Forevermore

Chorus 
I wouldn't change a single thing about you if I could
The way you are just suits me too a-tee
A princess in a storybook, a king upon his throne
That's what we are and you belong to me
I wouldn't change you if I could

Verse 2
Your faith is like a beacon
Your love is strong and pure
I'm blessed beyond belief to have you
And I'm sure

Chorus 
I wouldn't change a single thing about you if I could
The way you are just suits me too a-tee
An angel sent from heaven, you're everything that's good
You're perfect just the way you are
I wouldn't change you if I could

Bridge
Your courage, your grace, your true-hearted soul
Will never be altered, no matter the toll
Whatever comes, I won't fail you, no never
My love will stay with you forever and ever

Chorus 
I wouldn't change a single thing about you if I could
The way you are just suits me too a-tee
A princess in a storybook, a king upon his throne
That's what we are and you belong to me
I love you as you are, you're all that I would wish for
If I wished upon a star
An angel sent from heaven, you're everything that's good
You're perfect just the way you are
I wouldn't change you if I could",gospel
,gospel
,gospel
"

Verse 1
Oh I hear her cryin' in the holler tonight,
In the church down on the corner we used to go.
With mighty prayers reachin' to the sky, 
Let my dearest know I'm comin' back soon.

Chorus
Go tell my sweetheart I'm lonely tonight,
Give her my token of love. 
Go tell her please do that my heart is still true
Drift along, drift along southern moon.

Verse 2
Oh I can feel her presence in the wind,
As it carries her messages from afar. 
Her touch it's warm and tender on my skin, 
Let my dearest know I'm comin' back soon. 

Chorus
Go tell my sweetheart I'm lonely tonight,
Give her my token of love. 
Go tell her please do that my heart is still true
Drift along, drift along southern moon.

Verse 3
We'll fly together to the land of dreams,
Where we can be together on our own. 
And the sweetest words of love will be said, 
Let my dearest know I'm comin' back soon. 

Chorus
Go tell my sweetheart I'm lonely tonight,
Give her my token of love. 
Go tell her please do that my heart is still true
Drift along, drift along southern moon.",gospel
"

Verse 1
Oh I know He's waitin' at the gates of love tonight
Where the angels keep watch o'er the souls of the right
The choir of saints sway in harmony and light
Givin' Praise to the One who will bring life to life

Chorus
Oh drift along, drift along, holy light
Drift along, drift along, over this night
Guide us in His love, in His tender embrace
As we go driftin' by, that sweet grace

Verse 2
On the bright streets of gold, peace and joy will shine
As we look up to the Lamb and bow at His feet
The Lord of Lords and King of Kings be praised
We'll echo His glory in the voice of our faith

Chorus
Oh drift along, drift along, holy light
Drift along, drift along, over this night
Guide us in His love, in His tender embrace
As we go driftin' by, that sweet grace

Bridge
We've been given faith, hope, and grace
From our Father in Heaven above
Our lives we must give for His name
We'll follow the path of His love

Chorus
Oh drift along, drift along, holy light
Drift along, drift along, over this night
Guide us in His love, in His tender embrace
As we go driftin' by, that sweet grace",gospel
 jesus saves.,gospel
,gospel
"

Oh come to the stable and see the sweet Child,
Living in glory with God reconciled. 
The Word made flesh, the perfect Lamb,
Let us enter and offer our hands. 

The humble shepherds who heard the angels sing,
Bowed down to worship and praised the King. 
The wise men who followed the star so bright,
Brought gifts to honor the Lord of Light. 

Chorus:
Let us all come, lift up our voice,
For to God we must all rejoice, 
Let us show our faith and love,
Offering our praise to the Lord above. 

The young virgin Mary, so meek and mild,
Carried the Savior, the Lord's own Child. 
The precious little One, so tender and sweet,
A bright and shining star at His feet. 

Chorus:
Let us all come, lift up our voice,
For to God we must all rejoice, 
Let us show our faith and love,
Offering our praise to the Lord above.

Oh come now to Bethlehem and join in the song,
The Savior decreed to be love all along. 
The Christ of Christmas, the King of all Kings,
Bringing us peace and joy to everything. 

Chorus:
Let us all come, lift up our voice,
For to God we must all rejoice, 
Let us show our faith and love,
Offering our praise to the Lord above,
Let us show our faith and love,
Offering our praise to the Lord above.",gospel
"

Joyful voices singing to the Lord, praise Him up above.
Words of grace and mercy heard, joy and peace and love.
The sinners humbly gathered 'round, seeking strength and grace.
Witnessing the Lord's amazing power, how He's changed our lives.

We thank the Lord for all He's done, blessed us in His grace.
He opened wide the gates of heaven, wiped away our stains.
Hope and faith and joy restored, now we've got a brand new start.
Grateful we can rise and shine, strong in our Lord's love.

Chorus:
We offer up this simple phrase, to everyone we come to know.
Though it's been said so many times we'll still keep on singing it out
'Cause it's Christmas season, Jesus born, this is what we know. 
Sing it all for Him today, let your hearts be filled with joy.

Let's step in time and dance with joy, moving to the beat.
We lift our hands in worship song, the Lord we won't forget.
His Word and truth will light our way, we won't miss or ignore.
Let's sing a song of Thanksgiving, fill our throats and hearts with cheer.

Chorus

We rejoice in what He's done for us, we'll never forget.
This is Christmas as it should be, celebrating God's great love.
Though we are all so far apart, He's still inside our hearts.
So let us sing a song of joy, in the Lord's holy name.

Chorus",gospel
x,gospel
x it wasn't meant for me to stay here long and be content with living wrong no I I'm comin out God will get the glory out my life I'll get it right this time I'm comin out.,gospel
 he changed my life gonna stand up and shout he gave me more than what i asked for never let me down no matter how things come around and that s why i ll give him all the glory all the glory he deserves cause i m just ordinary people who found extraordinary love sometimes it s hard to believe that god keeps lovin me so much,gospel
"

Verse 1
I'm just an ordinary soul, found an extraordinary love
It's hard to believe but God's been so good to me
So many times I've tried to be like someone else's dreams
But He chose me, an ordinary me

Chorus
I'm just an ordinary soul, found an extraordinary love
It's hard to believe but God's been so good to me
He's taken away, all my worries and strife
Every day I pray and thank Him for this extraordinary life

Verse 2
I looked in the mirror, I saw only me
I looked up to heaven, He saw only His grace
Still don't understand why, He chose to love me so
But that's what makes Him God and I suddenly know

Chorus
I'm just an ordinary soul, found an extraordinary love
It's hard to believe but God's been so good to me
He's taken away, all my worries and strife
Every day I pray and thank Him for this extraordinary life

Bridge
Listen to me, I can tell you how it goes
God can take a nobody who no one knows
Make them become more than you ever could be
That's how I know He did it for me

Chorus
I'm just an ordinary soul, found an extraordinary love
It's hard to believe but God's been so good to me
He's taken away, all my worries and strife
Every day I pray and thank Him for this extraordinary life",gospel
"

Verse 1:
I hear my thoughts in the sound of the wind,
My broken heart needs the Lord to mend
I'm lost inside with a broken dream,
It's time to get on my knees and pray

Chorus:
Cuz I'm rolling on that highway of grace,
A hundred cups of coffee, five hundred cigarettes
A thousand miles of highway and I ain't forgot her yet
Big wheels of rubber gonna take me off of my mind
I'm a highway junkie, I need that old white line

Verse 2:
My heart's been broken, the love's been lost,
I'm searching for something at a higher cost
The headlights shine in the early morn,
With the Lord beside me I'll never be alone

Chorus:
Cuz I'm rolling on that highway of grace,
A hundred cups of coffee, five hundred cigarettes
A thousand miles of highway and I ain't forgot her yet
Big wheels of rubber gonna take me off of my mind
I'm a highway junkie, I need that old white line

Verse 3:
There's joy in my heart, though the clouds are grey,
I'm traveling to a brighter day
A grace from above, a peace within
My faith, it carries me wherever I go

Chorus:
Cuz I'm rolling on that highway of grace,
A hundred cups of coffee, five hundred cigarettes
A thousand miles of highway and I ain't forgot her yet
Big wheels of rubber gonna take me off of my mind
I'm a highway junkie, I need that old white line",gospel
